   PID                           Task                                  Package   Read Calls   Read Bytes   Max Read Bytes  Write Calls  Write Bytes  Max Write Bytes
517797                   do_recipe_qa                       iptables-1.8.10-r0           42       503745           299421           94       124994             7589
517973                       do_fetch                          libmpc-1.3.1-r0           29       409619           299421           49        47067            16021
518036                       do_fetch                        libpcre2-10.44-r0           29       411018           299421           49        47505            16021
518120                       do_fetch                          libmnl-1.0.5-r0          275       408825           299421           78        56430            16021
518303                       do_fetch                       iptables-1.8.10-r0          500       423841           299421          109        76747            16021
518510    do_deploy_source_date_epoch                        diffutils-3.10-r0           61       516153           299421          105       165595             7674
518696           do_collect_spdx_deps           python3-wheel-native-0.43.0-r0           44       774894           299421           53        54649            16021
518796                   do_recipe_qa              glib-2.0-native-1_2.80.2-r0           78       833051           299421          126       141111             8140
519014                 do_create_spdx           python3-wheel-native-0.43.0-r0          103       972749           299421          146       779491           258074
519150                       do_fetch              glib-2.0-native-1_2.80.2-r0         4017       754797           299421          258       123504            16021
519228    do_deploy_source_date_epoch                            mpfr-4.2.1-r0           50       491298           299421          100       161134             7364
519331                   do_recipe_qa                               kmod-32-r0           54       516849           299421          100       128174             8070
519417    do_deploy_source_date_epoch                    meson-native-1.4.0-r0           70       807700           299421          118       162300             8098
519553                       do_fetch                               kmod-32-r0           53       434909           299421           77        73615            16021
519698                   do_recipe_qa                      tcp-wrappers-7.6-r0           31       475172           299421           89       122993             8188
519807                       do_fetch                      tcp-wrappers-7.6-r0           93       393660           299421          200       177799            16021
519956    do_deploy_source_date_epoch                      findutils-4.10.0-r0           61       516307           299421          105       166011             7766
520063                      do_unpack                            make-4.4.1-r0           37       412938           299421           61        37676             4061
520159            do_populate_sysroot                   update-rc.d-0.8+git-r0           47       459709           299421          121       176356             8168
520306            do_populate_sysroot                       initscripts-1.0-r0           60       498645           299421          140       228880            16021
520452                   do_recipe_qa       cross-localedef-native-2.39+git-r0           46       506540           299421          101       128326             8157
520534                       do_fetch       cross-localedef-native-2.39+git-r0          185       428170           299421          303       139776            16021
520837    do_deploy_source_date_epoch                    libmd-native-1.1.0-r0           57       804591           299421          108       154439             7983
520972      do_prepare_recipe_sysroot                    libmd-native-1.1.0-r0           45       741661           299421           54        77384            16021
521053                      do_unpack              glib-2.0-native-1_2.80.2-r0           90       763672           299421          168       128113            16021
521066                   do_configure                    libmd-native-1.1.0-r0          303       729613           299421          357       233847            16021
521686    do_deploy_source_date_epoch                  libbsd-native-0.12.2-r0           59       805874           299421          109       155436             8055
521823    do_deploy_source_date_epoch                  shadow-native-4.15.1-r0           69       828246           299421          113       158240             8085
521967                      do_unpack                          libmpc-1.3.1-r0           32       411566           299421           53        30731             3744
522103                      do_unpack                        libpcre2-10.44-r0           32       412973           299421           53        31216             3914
522599                      do_unpack                          libmnl-1.0.5-r0           30       410603           299421           52        31456             4065
522732                      do_unpack                       iptables-1.8.10-r0           48       440300           299421           99        87556            16021
522919    do_deploy_source_date_epoch                ptest-runner-2.4.4+git-r0           47       490218           299421           96       156565             7269
523048    do_deploy_source_date_epoch                    shadow-sysroot-4.6-r0           43       472305           299421           95       154014             8185
523162            do_populate_sysroot                     base-files-3.0.14-r0           83       539257           299421          147       233269            16021
523479                       do_patch                            make-4.4.1-r0           86       689395           299421           73        89067            16021
523711                   do_recipe_qa               opkg-utils-native-0.6.3-r0           42       787587           299421          100       123934             8152
523841                       do_fetch               opkg-utils-native-0.6.3-r0           40       699461           299421           66        65129            16021
523985                       do_patch                          libmpc-1.3.1-r0           92       805889           299421           64        82369            16021
524057                       do_patch                        libpcre2-10.44-r0           92       877441           299421           64        82494            16021
524206                       do_patch                          libmnl-1.0.5-r0           96       800753           299421           61        82362            16021
524346                       do_patch                       iptables-1.8.10-r0           70       633991           299421           87       102196            16021
524601    do_deploy_source_date_epoch                             bc-1.07.1-r0           57       515323           299421          103       162842             7319
524725           do_collect_spdx_deps                 libpcre2-native-10.44-r0           40       789215           299421           52        53489            16021
524787                 do_create_spdx                 libpcre2-native-10.44-r0           96       970185           299421          145       777021           258074
525070                      do_unpack                               kmod-32-r0           80       438147           299421           93        68421             3766
525565                      do_unpack                      tcp-wrappers-7.6-r0           54       395845           299421          242       175966             4072
525947    do_deploy_source_date_epoch           util-macros-native-1_1.20.1-r0           61       805170           299421          110       157072             8093
526128      do_prepare_recipe_sysroot           util-macros-native-1_1.20.1-r0           57       754271           299421           56        79864            16021
526294                   do_configure           util-macros-native-1_1.20.1-r0           96       724417           299421          147       232027            16021
528354                     do_compile           util-macros-native-1_1.20.1-r0           45       719413           299421           63       102052             8087
528425                     do_install           util-macros-native-1_1.20.1-r0           61       721800           299421           78       122701             8087
528617            do_populate_sysroot           util-macros-native-1_1.20.1-r0          105       902263           299421          168       241177             8093
528965    do_deploy_source_date_epoch                        busybox-1.36.1-r0           64       595038           299421          104       162812             8180
529196                       do_patch                               kmod-32-r0           88       589874           299421           93       100262            16021
530080                      do_unpack       cross-localedef-native-2.39+git-r0           94       421985           299421          129       114279             3679
531211                     do_compile                    libmd-native-1.1.0-r0           90       736549           299421          110       117534             8160
532805                     do_install                    libmd-native-1.1.0-r0          161       743088           299421          181       141863             8160
533261            do_populate_sysroot                    libmd-native-1.1.0-r0          149       966057           299421          170       240973             7983
533479      do_prepare_recipe_sysroot                  libbsd-native-0.12.2-r0           51       746048           299421           56        80253            16021
533534                   do_configure                  libbsd-native-0.12.2-r0          404       732771           299421          458       237605            16021
535049                do_write_config               xorgproto-native-2024.1-r0           46       722738           299421           61        89507             8176
535130    do_deploy_source_date_epoch               xorgproto-native-2024.1-r0           64       808544           299421          116       159131             8176
535252                       do_patch                      tcp-wrappers-7.6-r0          254       659181           299421          275       218517            16021
539316           do_collect_spdx_deps      python3-setuptools-native-69.5.1-r0           44       775814           299421           53        54817            16021
539395                 do_create_spdx      python3-setuptools-native-69.5.1-r0          108       979899           299421          158       788986           258074
539662                   do_recipe_qa                         binutils-2.42-r0           52       518679           299421           99       129842             8192
539836                   do_recipe_qa                          procps-4.0.4-r0           44       508801           299421           95       124657             7546
539990                       do_fetch                         binutils-2.42-r0           38       436250           299421          127       109187            16021
540089                       do_fetch                          procps-4.0.4-r0          371       447246           299421          459       104235            16021
541244                      do_unpack               opkg-utils-native-0.6.3-r0           65       702702           299421           78        59218             3680
541442                       do_patch               opkg-utils-native-0.6.3-r0           56       769003           299421           79        90458            16021
544211           do_collect_spdx_deps                    meson-native-1.4.0-r0           49       790099           299421           58        57809            16021
544323                 do_create_spdx                    meson-native-1.4.0-r0          121      1004353           299421          177       796970           258074
545079           do_collect_spdx_deps                     curl-native-8.8.0-r0           51       821036           299421           59        57739            16021
545350                 do_create_spdx                     curl-native-8.8.0-r0          119      1017725           299421          164       789611           258074
545899                   do_recipe_qa                     qemu-native-9.0.1-r0           60       524423           299421          107       130055             8170
546052                       do_fetch                     qemu-native-9.0.1-r0        89564       635462           299421          294       125253            16021
546322                      do_unpack               e2fsprogs-native-1.47.0-r0           90       753184           299421          113        79607             3782
546555                      do_unpack                      e2fsprogs-1.47.0-r0           80       444653           299421           93        69302             3705
548083                       do_patch               e2fsprogs-native-1.47.0-r0           98       824571           299421          115       110571            16021
548688    do_deploy_source_date_epoch               e2fsprogs-native-1.47.0-r0           74       838756           299421          116       160599             8163
548717                       do_patch                      e2fsprogs-1.47.0-r0           86       527244           299421           95       102359            16021
548847                       do_patch       cross-localedef-native-2.39+git-r0          109       580367           299421          127       128220            16021
549370    do_deploy_source_date_epoch                      e2fsprogs-1.47.0-r0           65       524447           299421          107       165875             7714
549526           do_collect_spdx_deps              libgpg-error-native-1.49-r0           53       816114           299421           58        58033            16021
549579                 do_create_spdx              libgpg-error-native-1.49-r0          118      1016833           299421          167       792149           258074
549764                   do_recipe_qa              ca-certificates-20211016-r0           32       462197           299421           88       116059             7340
549881                   do_recipe_qa                             grep-3.11-r0           46       507770           299421           96       125071             7444
550002                   do_recipe_qa                        iproute2-6.9.0-r0           38       489527           299421           92       123057             8191
550125                       do_fetch              ca-certificates-20211016-r0           32       394322           299421           71        75731            16021
550194                       do_fetch                             grep-3.11-r0         1277       428017           299421          109        60594            16021
550224                       do_fetch                        iproute2-6.9.0-r0          683       408405           299421           89        58729            16021
550291                   do_recipe_qa                 qemuwrapper-cross-1.0-r0           33       475338           299421           88       120455             7263
550356                       do_fetch                 qemuwrapper-cross-1.0-r0           19       392059           299421           31        14218             2116
550380           do_collect_spdx_deps               libunistring-native-1.2-r0           38       788493           299421           51        53459            16021
550400                   do_recipe_qa           libpthread-stubs-native-0.5-r0           46       804816           299421          105       128708             8163
550425                 do_create_spdx               libunistring-native-1.2-r0           99       976861           299421          144       777955           258074
550488                       do_fetch           libpthread-stubs-native-0.5-r0          131       717212           299421           84        61156            16021
550585                   do_recipe_qa                 libxml2-native-2.12.8-r0           62       821623           299421          113       135353             8069
550716                       do_patch              glib-2.0-native-1_2.80.2-r0          155       830431           299421          170       142138            16021
550740                       do_fetch                 libxml2-native-2.12.8-r0         6168       747447           299421          280        99182            16021
552541                   do_recipe_qa                         netbase-1_6.4-r0           32       460041           299421           89       115801             8007
552573                     do_compile                  libbsd-native-0.12.2-r0          292       774291           299421          183       154846             8095
552628           do_collect_spdx_deps                libcap-ng-native-0.8.5-r0           40       787772           299421           52        53109            16021
552678                 do_create_spdx                libcap-ng-native-0.8.5-r0           92       965371           299421          150       779819           258074
553051                      do_unpack                         binutils-2.42-r0           78       439323           299421          138       104162             3690
554267                      do_unpack                          procps-4.0.4-r0           68       429473           299421           76        56381             3622
554859    do_deploy_source_date_epoch                            make-4.4.1-r0           56       493828           299421          103       163427             7490
554943                       do_fetch                         netbase-1_6.4-r0           75       392479           299421           70        55203            16021
554988    do_deploy_source_date_epoch                          libmpc-1.3.1-r0           52       492464           299421          101       160915             7442
555091                     do_install                  libbsd-native-0.12.2-r0          109       744241           299421          128       142717             8095
555101    do_deploy_source_date_epoch                        libpcre2-10.44-r0           52       493865           299421          101       161420             7545
555180    do_deploy_source_date_epoch                          libmnl-1.0.5-r0           50       491500           299421          100       161556             7454
555280    do_deploy_source_date_epoch                       iptables-1.8.10-r0           53       505735           299421          101       162798             7589
555350                   do_recipe_qa               libxdmcp-native-1_1.1.5-r0           54       809822           299421          107       129622             8091
555402                   do_recipe_qa               xcb-proto-native-1.17.0-r0           52       807287           299421          108       131291             8141
555447                   do_recipe_qa                libxau-native-1_1.0.11-r0           54       810001           299421          107       129475             8055
555519                       do_fetch               libxdmcp-native-1_1.1.5-r0          291       721693           299421           88        62456            16021
555623                       do_fetch               xcb-proto-native-1.17.0-r0          177       718769           299421           92        70181            16021
555725            do_populate_sysroot                  libbsd-native-0.12.2-r0          270      1174334           299421          175       249713             8055
555818                       do_fetch                libxau-native-1_1.0.11-r0          292       721420           299421           88        62386            16021
555892      do_prepare_recipe_sysroot                  shadow-native-4.15.1-r0           73       790239           299421           60        85366            16021
555922                   do_configure                  shadow-native-4.15.1-r0          562       759689           299421          603       252327            16021
555926                   do_recipe_qa                  libxcb-native-1.17.0-r0           50       809134           299421          105       128107             8055
555993                   do_recipe_qa                 xtrans-native-1_1.5.0-r0           54       810664           299421          109       130503             8019
556045                       do_fetch                  libxcb-native-1.17.0-r0          392       720899           299421           96        64737            16021
556177                       do_fetch                 xtrans-native-1_1.5.0-r0          218       721492           299421           91        66375            16021
556243                   do_recipe_qa                 libx11-native-1_1.8.9-r0           54       811320           299421          107       129450             8019
556293                       do_fetch                 libx11-native-1_1.8.9-r0         1432       724372           299421          122        68521            16021
556783           do_collect_spdx_deps              util-linux-native-2.40.1-r0           65       847457           299421           65        64429            16021
556813                 do_create_spdx              util-linux-native-2.40.1-r0          176      1117578           299421          197       820277           258074
556895                   do_recipe_qa                   tzcode-native-2024a-r0           40       488817           299421           98       122775             8132
556943                   do_recipe_qa          cwautomacros-native-20110201-r0           40       788094           299421          103       126283             8087
557002                       do_fetch                   tzcode-native-2024a-r0          632       401402           299421          120        68480            16021
557192                       do_fetch          cwautomacros-native-20110201-r0           97       698693           299421           81        60764            16021
557262                      do_unpack                     qemu-native-9.0.1-r0           75       454355           299421          167       127779            16021
557628                   do_recipe_qa                         ttyrun-2.33.1-r0           31       472526           299421           89       119257             8042
557726                   do_recipe_qa                          tzdata-2024a-r0           34       466524           299421           88       116074             8037
557793                   do_recipe_qa                           unzip-1_6.0-r0           34       489076           299421           90       122366             8046
557880                   do_recipe_qa                  shadow-securetty-4.6-r0           30       457625           299421           89       120418             7285
557950                   do_recipe_qa                           psmisc-23.7-r0           42       508277           299421           94       123808             7504
558017                   do_recipe_qa                     btrfs-tools-6.8.1-r0           54       501986           299421          100       130066             7948
558088                   do_recipe_qa                            which-2.21-r0           43       508022           299421           94       124233             7364
558159                   do_recipe_qa                         socat-1.8.0.0-r0           38       493409           299421           92       123213             7508
558245                   do_recipe_qa              sysvinit-inittab-2.88dsf-r0           30       458416           299421           89       120820             7437
558298                   do_recipe_qa                               zip-3.0-r0           32       475261           299421           89       120453             7772
558375                   do_recipe_qa              init-system-helpers-1.66-r0           32       474759           299421           89       120297             7345
558435                       do_fetch                         ttyrun-2.33.1-r0          342       409686           299421          450        93710            16021
558850                       do_fetch                          tzdata-2024a-r0           25       399993           299421           46        46074            16021
558880                       do_fetch                           unzip-1_6.0-r0           22       406270           299421          147       133879            16021
558894                       do_fetch                  shadow-securetty-4.6-r0           17       389420           299421           34        17282             2229
558913                       do_fetch                           psmisc-23.7-r0          339       443042           299421          428        93896            16021
559238                       do_fetch                     btrfs-tools-6.8.1-r0          759       459757           299421         1173       164575            16021
559579                      do_unpack                 libxml2-native-2.12.8-r0           65       751091           299421           97        82232            16021
560524                       do_fetch                            which-2.21-r0          141       424391           299421           80        59944            16021
560758                       do_fetch                         socat-1.8.0.0-r0          505       410300           299421           87        60190            16021
560970                       do_fetch              sysvinit-inittab-2.88dsf-r0           17       389971           299421           38        20948             2307
561028                       do_fetch                               zip-3.0-r0          747       393227           299421          129        88972            16021
561243                     do_install                  openssl-native-3.3.1-r0          257       796922           299421          255       142108             8093
561328                       do_fetch              init-system-helpers-1.66-r0          295       409588           299421          355        92136            16021
561752    do_deploy_source_date_epoch                               kmod-32-r0           66       520321           299421          107       167862             8070
561843                      do_unpack              ca-certificates-20211016-r0           60       397569           299421           89        71524             3942
562010                      do_unpack                             grep-3.11-r0           47       443252           299421           71        66271            16021
562140                      do_unpack                        iproute2-6.9.0-r0           39       424806           299421           67        64204            16021
562229                       do_patch                         binutils-2.42-r0         1068      7055344          1300600          153       139699            16021
564479                       do_patch                          procps-4.0.4-r0           64       575428           299421           74        89639            16021
564784           do_collect_spdx_deps                    libcap-native-2.70-r0           32       769997           299421           47        49576            16021
564889                 do_create_spdx                    libcap-native-2.70-r0           76       934307           299421          151       777727           258074
565034                     do_compile                  shadow-native-4.15.1-r0          457      1023974           299421          468       385293             8125
565169    do_deploy_source_date_epoch                      tcp-wrappers-7.6-r0           43       478460           299421           94       153535             8188
565797                      do_unpack                 qemuwrapper-cross-1.0-r0           22       394924           299421           49        27666             3492
565857                   do_recipe_qa                     run-postinsts-1.0-r0           37       475150           299421           89       116141             8187
566019                       do_fetch                     run-postinsts-1.0-r0           24       406574           299421           45        27157             2427
566198           do_collect_spdx_deps              glib-2.0-native-1_2.80.2-r0           68       815923           299421           73        67570            16021
566474                 do_create_spdx              glib-2.0-native-1_2.80.2-r0          177      1076335           299421          238       835853           258074
566640           do_collect_spdx_deps               libgcrypt-native-1.10.3-r0           46       798974           299421           57        56863            16021
566838                 do_create_spdx               libgcrypt-native-1.10.3-r0          128      1015997           299421          182       802670           258074
567129           do_collect_spdx_deps               e2fsprogs-native-1.47.0-r0           53       820452           299421           60        59667            16021
567274                 do_create_spdx               e2fsprogs-native-1.47.0-r0          148      1059788           299421          185       804619           258074
567595                   do_recipe_qa                     init-ifupdown-1.0-r0           32       462498           299421           90       121013             8191
567798                   do_recipe_qa              modutils-initscripts-1.0-r0           34       478481           299421           90       120839             7377
568053                   do_recipe_qa                          eudev-3.2.14-r0           50       507198           299421           98       128203             7454
568177                   do_recipe_qa                           v86d-0.1.10-r0           30       458278           299421           89       121787             8114
568491                   do_recipe_qa                         sysvinit-3.04-r0           37       495436           299421           91       121876             8173
568733                       do_fetch                     init-ifupdown-1.0-r0           19       393800           299421           47        28786             2391
568811                       do_fetch              modutils-initscripts-1.0-r0           19       393245           299421           35        18440             2190
568868                       do_fetch                          eudev-3.2.14-r0         1579       426968           299421          137        76302            16021
569352            do_populate_sysroot                  openssl-native-3.3.1-r0         6188     23585556           299421          202       287830             8129
569820                       do_fetch                           v86d-0.1.10-r0          126       390526           299421           86        66067            16021
570143                       do_fetch                         sysvinit-3.04-r0          234       411174           299421          128        97916            16021
570777                      do_unpack           libpthread-stubs-native-0.5-r0           46       734510           299421           75        68077            16021
570849      do_prepare_recipe_sysroot                   cmake-native-3.29.3-r0           84       690552           299421           49        85102            16021
570951      do_prepare_recipe_sysroot                     curl-native-8.8.0-r0          101      1028876           299421           61        83975            16021
571245                   do_configure                   cmake-native-3.29.3-r0          999       707461           299421          991       408981            16021
571345                   do_configure                     curl-native-8.8.0-r0         1384       795753           299421         1419       288266            16021
572015      do_prepare_recipe_sysroot       ca-certificates-native-20211016-r0           77       968394           299421           51        75302            16021
572232                   do_configure       ca-certificates-native-20211016-r0           35       705656           299421           66       119943            16021
572347                     do_compile       ca-certificates-native-20211016-r0           44       709282           299421           52        69371             8192
572645                     do_install       ca-certificates-native-20211016-r0           53       708815           299421           62        85008             8192
575961            do_populate_sysroot       ca-certificates-native-20211016-r0          640      1457170           299421          190       357972             8192
576835                       do_patch           libpthread-stubs-native-0.5-r0           42       782758           299421           68        85585            16021
577175                      do_unpack                         netbase-1_6.4-r0           34       410190           299421           65        62531            16021
577610                      do_unpack                   tzcode-native-2024a-r0           31       401277           299421           54        31664             4089
578297                      do_unpack          cwautomacros-native-20110201-r0           30       700330           299421           57        33948             4039
579000                       do_patch                     qemu-native-9.0.1-r0          137       532159           299421          163       139864            16021
582948                     do_install                  shadow-native-4.15.1-r0          173       788538           299421          191       182203            10092
584448           do_collect_spdx_deps                     lzlib-native-1.14-r0           30       768550           299421           46        48063            16021
584559                 do_create_spdx                     lzlib-native-1.14-r0           65       922779           299421          138       768765           258074
584741            do_populate_sysroot                  shadow-native-4.15.1-r0         1446      4097430           299421          193       260639             8085
584772                       do_patch              ca-certificates-20211016-r0           85       564200           299421           93       104276            16021
586210                       do_patch                             grep-3.11-r0          107      1016274           299421           66        84787            16021
586394                       do_patch                        iproute2-6.9.0-r0           41       543251           299421           60        82016            16021
586594                      do_unpack               libxdmcp-native-1_1.1.5-r0           54       739052           299421           79        69447            16021
586687                      do_unpack               xcb-proto-native-1.17.0-r0           54       736295           299421           90        78299            16021
586837                      do_unpack                libxau-native-1_1.0.11-r0           54       738782           299421           79        69386            16021
586925                       do_patch               libxdmcp-native-1_1.1.5-r0           50       787299           299421           72        86798            16021
587047                       do_patch               xcb-proto-native-1.17.0-r0           66       786988           299421           85        95427            16021
587108                       do_patch                libxau-native-1_1.0.11-r0           50       787029           299421           72        86759            16021
587277           do_collect_spdx_deps                    libmd-native-1.1.0-r0           36       786746           299421           50        52150            16021
587413                 do_create_spdx                    libmd-native-1.1.0-r0           86       965007           299421          142       773975           258074
587601                      do_unpack                  libxcb-native-1.17.0-r0           51       737698           299421           83        73088            16021
587729                      do_unpack                 xtrans-native-1_1.5.0-r0           55       739009           299421           85        74185            16021
587845                       do_patch                  libxcb-native-1.17.0-r0           57       787641           299421           77        90456            16021
587939                       do_patch                 xtrans-native-1_1.5.0-r0           61       787959           299421           79        91384            16021
588190                      do_unpack                 libx11-native-1_1.8.9-r0           55       739457           299421           85        73137            16021
588351                       do_patch                 qemuwrapper-cross-1.0-r0           42       539888           299421           58        79643            16021
588471           do_collect_spdx_deps                      file-native-5.45-r0           39       802731           299421           53        54275            16021
588565                 do_create_spdx                      file-native-5.45-r0          119      1016568           299421          150       779120           258074
588762                       do_patch                 libx11-native-1_1.8.9-r0           61       788409           299421           79        90307            16021
588778                      do_unpack                         ttyrun-2.33.1-r0           53       392322           299421           58        44533             3555
589246                      do_unpack                          tzdata-2024a-r0           27       401019           299421           52        30419             4087
589404                      do_unpack                           unzip-1_6.0-r0           50       408223           299421          199       134869             3895
589674                      do_unpack                  shadow-securetty-4.6-r0           21       392284           299421           54        31324             3506
589774                      do_unpack                           psmisc-23.7-r0           64       427646           299421           63        47326             3559
589905                      do_unpack                            which-2.21-r0           34       426519           299421           59        36346             4059
590053                      do_unpack                         socat-1.8.0.0-r0           29       411713           299421           57        35393             4065
590317                      do_unpack              sysvinit-inittab-2.88dsf-r0           22       392836           299421           60        35749             3534
590387                      do_unpack                               zip-3.0-r0           31       393347           299421          102        66740             3574
590462                      do_unpack              init-system-helpers-1.66-r0           53       393016           299421           58        45787             3592
590711    do_deploy_source_date_epoch               opkg-utils-native-0.6.3-r0           53       790522           299421          105       149114             8152
590932      do_prepare_recipe_sysroot               opkg-utils-native-0.6.3-r0           73       946193           299421           51        74716            16021
590956           do_collect_spdx_deps                  libbsd-native-0.12.2-r0           38       788020           299421           51        53652            16021
591043                 do_create_spdx                  libbsd-native-0.12.2-r0           99       982834           299421          144       776290           258074
591311                   do_configure               opkg-utils-native-0.6.3-r0           35       702269           299421           66       118823            16021
591420                       do_patch                         netbase-1_6.4-r0           36       528644           299421           58        79334            16021
591477                     do_compile               opkg-utils-native-0.6.3-r0           37       702358           299421           44        63394             8152
591568    do_deploy_source_date_epoch       cross-localedef-native-2.39+git-r0           57       509740           299421          104       155549             8157
591712                     do_install               opkg-utils-native-0.6.3-r0           46       703734           299421           55        78071             8152
591809      do_prepare_recipe_sysroot       cross-localedef-native-2.39+git-r0           51       455150           299421           50        76491            16021
591947            do_populate_sysroot               opkg-utils-native-0.6.3-r0          161       964629           299421          164       232650             8152
592002                   do_configure       cross-localedef-native-2.39+git-r0          286       429179           299421          281       235913            16021
592289           do_collect_spdx_deps                     base-files-3.0.14-r0           24       465767           299421           40        47110            16021
592320                   do_recipe_qa                libassuan-native-2.5.7-r0           54       811589           299421          107       129632             8127
592451                   do_recipe_qa   gobject-introspection-native-1.80.1-r0           69       840413           299421          120       139224             8183
592678                       do_fetch                libassuan-native-2.5.7-r0          308       722184           299421           99        66289            16021
593085                     do_compile                 gettext-native-0.22.5-r0         3744      2931522           299421         3725      2296531             8895
594274                       do_fetch   gobject-introspection-native-1.80.1-r0          859       752391           299421          126        78668            16021
599645           do_collect_spdx_deps                  shadow-native-4.15.1-r0           48       810391           299421           57        56608            16021
599774                 do_create_spdx                  shadow-native-4.15.1-r0          123      1024676           299421          158       786762           258074
600168                      do_unpack                     run-postinsts-1.0-r0           30       409440           299421           69        42658             3581
600228    do_deploy_source_date_epoch                 glibc-locale-2.39+git-r0           49       498848           299421          100       157202             7319
600350                      do_unpack                libassuan-native-2.5.7-r0           45       723595           299421           69        41229             4024
600381                     do_compile       cross-localedef-native-2.39+git-r0           95       495006           299421          109       173458             7774
600581                      do_unpack   gobject-introspection-native-1.80.1-r0           70       767658           299421           96        83243            16021
601595           do_collect_spdx_deps                  libidn2-native-2.3.7-r0           52       797293           299421           60        59481            16021
601638           do_collect_spdx_deps                   nettle-native-3.9.1-r0           44       799429           299421           54        54663            16021
601684           do_collect_spdx_deps                libtasn1-native-4.19.0-r0           50       795665           299421           59        58308            16021
601754                 do_create_spdx                  libidn2-native-2.3.7-r0          137      1036859           299421          151       782938           258074
601767                     do_install       cross-localedef-native-2.39+git-r0           45       421474           299421           58       101807             7774
601865            do_populate_sysroot       cross-localedef-native-2.39+git-r0          186       942312           299421          163       239489             8157
601911                 do_create_spdx                   nettle-native-3.9.1-r0          105       989473           299421          163       787703           258074
602170                 do_create_spdx                libtasn1-native-4.19.0-r0          132      1029487           299421          156       785578           258074
